tiempo,entry_id,temperatura,Turbidity(NTU),oxigeno,ph,Ammonia(g/ml),Nitrate(g/ml),Population,Fish_Length(cm),Fish_Weight(g)
2021-06-19 00:00:05,1889,24.875,100,4.505,8.43365,0.45842,193,50,7.11,2.91
2021-06-19 00:01:02,1890,24.9375,100,6.601,8.43818,0.45842,194,50,7.11,2.91
2021-06-19 00:01:22,1891,24.875,100,15.797,8.42457,0.45842,192,50,7.11,2.91
2021-06-19 00:01:44,1892,24.9375,100,5.046,8.43365,0.45842,193,50,7.11,2.91
2021-06-19 00:02:07,1893,24.9375,100,38.407,8.40641,0.45842,192,50,7.11,2.91
2021-06-19 00:02:27,1894,24.9375,100,3.862,8.42003,0.45842,193,50,7.11,2.91
2021-06-19 00:02:47,1895,24.875,100,2.831,8.43818,0.45842,194,50,7.11,2.91
2021-06-19 00:03:07,1896,24.9375,100,5.012,8.42911,0.45842,193,50,7.11,2.91
2021-06-19 00:03:27,1897,24.9375,100,2.916,8.42911,0.45842,192,50,7.11,2.91
2021-06-19 00:03:47,1898,24.875,100,17.005,8.43365,0.45842,192,50,7.11,2.91
2021-06-19 00:04:31,1900,24.875,100,6.964,8.48358,0.45842,191,50,7.11,2.91
2021-06-19 00:05:11,1902,24.9375,100,3.465,8.42911,0.45842,187,50,7.11,2.91
2021-06-19 00:05:59,1903,24.9375,100,4.319,8.42911,0.45842,191,50,7.11,2.91
2021-06-19 00:06:18,1904,24.875,100,24.266,8.43365,0.45842,190,50,7.11,2.91
2021-06-19 00:06:39,1905,24.9375,100,25.204,8.42911,0.45842,188,50,7.11,2.91
2021-06-19 00:06:59,1906,24.875,100,22.618,8.42911,0.45842,191,50,7.11,2.91
2021-06-19 00:07:19,1907,24.875,100,2.484,8.42911,0.45842,191,50,7.11,2.91
2021-06-19 00:07:39,1908,24.875,100,31.898,8.43365,0.45842,191,50,7.11,2.91
2021-06-19 00:07:58,1909,24.875,100,23.928,8.43365,0.45842,191,50,7.11,2.91
2021-06-19 00:08:18,1910,24.875,100,4.124,8.44726,0.45842,192,50,7.11,2.91
2021-06-19 00:08:38,1911,24.875,100,38.652,8.42003,0.45842,192,50,7.11,2.91
2021-06-19 00:08:57,1912,24.875,100,3.465,8.42003,0.45842,204,50,7.11,2.91
2021-06-19 00:09:17,1913,24.875,100,6.592,8.43818,0.45842,192,50,7.11,2.91
2021-06-19 00:09:37,1914,24.875,100,37.925,8.43365,0.45842,191,50,7.11,2.91
2021-06-19 00:09:56,1915,24.875,100,5.612,8.42911,0.45842,191,50,7.11,2.91
2021-06-19 00:10:35,1917,24.9375,100,4.648,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:11:32,1918,24.875,100,13.937,8.44726,0.45842,189,50,7.11,2.91
2021-06-19 00:11:51,1919,24.875,100,5.138,8.43818,0.45842,189,50,7.11,2.91
2021-06-19 00:12:11,1920,24.875,100,5.772,8.42003,0.45842,190,50,7.11,2.91
2021-06-19 00:12:50,1922,24.875,100,6.711,8.42003,0.45842,190,50,7.11,2.91
2021-06-19 00:13:10,1923,24.9375,100,19.474,8.44726,0.45842,187,50,7.11,2.91
2021-06-19 00:13:29,1924,24.875,100,7.429,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:13:48,1925,24.875,100,5.113,8.42911,0.45842,190,50,7.11,2.91
2021-06-19 00:14:08,1926,24.875,100,5.02,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:14:28,1927,24.875,100,23.987,8.43818,0.45842,182,50,7.11,2.91
2021-06-19 00:14:47,1928,24.875,100,4.961,8.42911,0.45842,191,50,7.11,2.91
2021-06-19 00:16:04,1930,24.875,100,5.003,8.42911,0.45842,191,50,7.11,2.91
2021-06-19 00:16:23,1931,24.875,100,6.939,8.43365,0.45842,189,50,7.11,2.91
2021-06-19 00:17:04,1933,24.875,100,0.87,8.43365,0.45842,191,50,7.11,2.91
2021-06-19 00:17:43,1935,24.875,100,38.609,8.42911,0.45842,190,50,7.11,2.91
2021-06-19 00:18:03,1936,24.875,100,6.744,8.43365,0.45842,188,50,7.11,2.91
2021-06-19 00:18:22,1937,24.875,100,7.252,8.43365,0.45842,191,50,7.11,2.91
2021-06-19 00:18:42,1938,24.875,100,11.004,8.44726,0.45842,191,50,7.11,2.91
2021-06-19 00:19:01,1939,24.875,100,6.88,8.43818,0.45842,192,50,7.11,2.91
2021-06-19 00:19:21,1940,24.875,100,3.626,8.42911,0.45842,192,50,7.11,2.91
2021-06-19 00:20:00,1942,24.875,100,10.108,8.42457,0.45842,191,50,7.11,2.91
2021-06-19 00:20:20,1943,24.875,100,14.816,8.43365,0.45842,190,50,7.11,2.91
2021-06-19 00:20:58,1945,24.875,100,0.008,8.42911,0.45842,191,50,7.11,2.91
2021-06-19 00:21:37,1947,24.875,100,38.584,8.42003,0.45842,183,50,7.11,2.91
2021-06-19 00:22:36,1950,24.875,100,5.916,8.42911,0.45842,187,50,7.11,2.91
2021-06-19 00:22:56,1951,24.875,100,6.694,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:23:15,1952,24.875,100,13.625,8.42911,0.45842,187,50,7.11,2.91
2021-06-19 00:23:35,1953,24.8125,100,5.172,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:23:54,1954,24.8125,100,3.981,8.42911,0.45842,190,50,7.11,2.91
2021-06-19 00:24:14,1955,24.8125,100,4.733,8.43365,0.45842,188,50,7.11,2.91
2021-06-19 00:24:33,1956,24.8125,100,33.682,8.42911,0.45842,191,50,7.11,2.91
2021-06-19 00:24:53,1957,24.8125,100,7.649,8.42003,0.45842,190,50,7.11,2.91
2021-06-19 00:25:13,1958,24.875,100,5.772,8.44726,0.45842,189,50,7.11,2.91
2021-06-19 00:25:32,1959,24.875,100,13.87,8.43365,0.45842,189,50,7.11,2.91
2021-06-19 00:25:51,1960,24.8125,100,5.722,8.43365,0.45842,190,50,7.11,2.91
2021-06-19 00:26:11,1961,24.8125,100,10.21,8.43365,0.45842,189,50,7.11,2.91
2021-06-19 00:26:50,1963,24.875,100,4.496,8.42911,0.45842,190,50,7.11,2.91
2021-06-19 00:27:09,1964,24.875,100,29.295,8.4518,0.45842,186,50,7.11,2.91
2021-06-19 00:27:48,1966,24.875,100,38.449,8.43365,0.45842,191,50,7.11,2.91
2021-06-19 00:28:08,1967,24.875,100,5.51,8.44272,0.45842,192,50,7.11,2.91
2021-06-19 00:28:27,1968,24.875,100,5.477,8.43365,0.45842,182,50,7.11,2.91
2021-06-19 00:28:47,1969,24.875,100,32.667,8.43365,0.45842,189,50,7.11,2.91
2021-06-19 00:29:07,1970,24.8125,100,15.56,8.44726,0.45842,190,50,7.11,2.91
2021-06-19 00:29:26,1971,24.8125,100,30.039,8.43365,0.45842,189,50,7.11,2.91
2021-06-19 00:30:22,1972,24.875,100,16.177,8.42457,0.45842,202,50,7.11,2.91
2021-06-19 00:30:42,1973,24.875,100,4.648,8.43818,0.45842,187,50,7.11,2.91
2021-06-19 00:31:01,1974,24.875,100,16.507,8.42457,0.45842,189,50,7.11,2.91
2021-06-19 00:31:21,1975,24.875,100,11.376,8.42911,0.45842,186,50,7.11,2.91
2021-06-19 00:31:40,1976,24.8125,100,7.742,8.42457,0.45842,185,50,7.11,2.91
2021-06-19 00:32:19,1978,24.875,100,5.493,8.43818,0.45842,183,50,7.11,2.91
2021-06-19 00:32:39,1979,24.875,100,4.868,8.41549,0.45842,186,50,7.11,2.91
2021-06-19 00:32:58,1980,24.875,100,6.668,8.44726,0.45842,187,50,7.11,2.91
2021-06-19 00:33:18,1981,24.8125,100,3.761,8.43818,0.45842,189,50,7.11,2.91
2021-06-19 00:33:37,1982,24.8125,100,4.183,8.44726,0.45842,187,50,7.11,2.91
2021-06-19 00:33:57,1983,24.8125,100,6.229,8.43818,0.45842,189,50,7.11,2.91
2021-06-19 00:34:16,1984,24.8125,100,14.791,8.42457,0.45842,189,50,7.11,2.91
2021-06-19 00:34:36,1985,24.8125,100,15.797,8.42911,0.45842,182,50,7.11,2.91
2021-06-19 00:35:34,1988,24.875,100,14.36,8.42457,0.45842,191,50,7.11,2.91
2021-06-19 00:35:54,1989,24.875,100,37.713,8.43365,0.45842,187,50,7.11,2.91
2021-06-19 00:36:13,1990,24.875,100,4.099,8.43365,0.45842,190,50,7.11,2.91
2021-06-19 00:36:33,1991,24.875,100,3.989,8.44726,0.45842,190,50,7.11,2.91
2021-06-19 00:36:52,1992,24.8125,100,4.099,8.43818,0.45842,189,50,7.11,2.91
2021-06-19 00:37:31,1994,24.875,100,31.856,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:38:31,1997,24.8125,100,32.194,8.42003,0.45842,192,50,7.11,2.91
2021-06-19 00:39:10,1999,24.8125,100,6.271,8.43365,0.45842,191,50,7.11,2.91
2021-06-19 00:39:29,2000,24.8125,100,4.344,8.48358,0.45842,192,50,7.11,2.91
2021-06-19 00:39:49,2001,24.8125,100,13.963,8.42911,0.45842,191,50,7.11,2.91
2021-06-19 00:40:08,2002,24.8125,100,2.299,8.44726,0.45842,193,50,7.11,2.91
2021-06-19 00:41:07,2005,24.875,100,4.454,8.43818,0.45842,189,50,7.11,2.91
2021-06-19 00:41:51,2006,24.8125,100,5.629,8.41549,0.45842,187,50,7.11,2.91
2021-06-19 00:42:10,2007,24.875,100,6.432,8.43365,0.45842,192,50,7.11,2.91
2021-06-19 00:42:50,2009,24.8125,100,14.825,8.43365,0.45842,190,50,7.11,2.91
2021-06-19 00:43:10,2010,24.8125,100,5.426,8.43365,0.45842,190,50,7.11,2.91
2021-06-19 00:43:49,2012,24.8125,100,6.06,8.42003,0.45842,192,50,7.11,2.91
2021-06-19 00:44:28,2014,24.8125,100,5.62,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:44:48,2015,24.8125,100,4.488,8.44272,0.45842,187,50,7.11,2.91
2021-06-19 00:45:47,2018,24.8125,100,6.474,8.42911,0.45842,192,50,7.11,2.91
2021-06-19 00:46:07,2019,24.8125,100,13.278,8.42911,0.45842,190,50,7.11,2.91
2021-06-19 00:46:27,2020,24.8125,100,5.941,8.44726,0.45842,189,50,7.11,2.91
2021-06-19 00:46:47,2021,24.8125,100,5.02,8.42911,0.45842,192,50,7.11,2.91
2021-06-19 00:47:07,2022,24.8125,100,4.276,8.43365,0.45842,190,50,7.11,2.91
2021-06-19 00:47:26,2023,24.8125,100,5.865,8.43818,0.45842,189,50,7.11,2.91
2021-06-19 00:48:43,2025,24.8125,100,24.925,8.42911,0.45842,188,50,7.11,2.91
2021-06-19 00:49:03,2026,24.8125,100,5.722,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:49:22,2027,24.8125,100,5.637,8.42911,0.45842,187,50,7.11,2.91
2021-06-19 00:50:41,2031,24.875,100,4.302,8.42911,0.45842,190,50,7.11,2.91
2021-06-19 00:51:00,2032,24.8125,100,4.623,8.42911,0.45842,190,50,7.11,2.91
2021-06-19 00:51:20,2033,24.8125,100,4.234,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:51:39,2034,24.8125,100,18.73,8.4518,0.45842,190,50,7.11,2.91
2021-06-19 00:51:59,2035,24.8125,100,1.462,8.43365,0.45842,188,50,7.11,2.91
2021-06-19 00:52:19,2036,24.8125,100,15.839,8.43365,0.45842,186,50,7.11,2.91
2021-06-19 00:52:38,2037,24.8125,100,6.212,8.42911,0.45842,190,50,7.11,2.91
2021-06-19 00:53:18,2039,24.8125,100,37.384,8.43365,0.45842,186,50,7.11,2.91
2021-06-19 00:53:37,2040,24.8125,100,4.986,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:54:55,2044,24.8125,100,1.555,8.42911,0.45842,188,50,7.11,2.91
2021-06-19 00:55:14,2045,24.8125,100,3.11,8.42911,0.45842,190,50,7.11,2.91
2021-06-19 00:55:53,2047,24.75,100,6.88,8.42911,0.45842,188,50,7.11,2.91
2021-06-19 00:56:13,2048,24.8125,100,15.214,8.42911,0.45842,187,50,7.11,2.91
2021-06-19 00:56:32,2049,24.8125,100,3.465,8.43365,0.45842,187,50,7.11,2.91
2021-06-19 00:56:52,2050,24.8125,100,17.665,8.43365,0.45842,191,50,7.11,2.91
2021-06-19 00:57:11,2051,24.8125,100,4.648,8.44726,0.45842,190,50,7.11,2.91
2021-06-19 00:57:31,2052,24.8125,100,10.717,8.43365,0.45842,190,50,7.11,2.91
2021-06-19 00:57:50,2053,24.8125,100,2.476,8.44726,0.45842,189,50,7.11,2.91
2021-06-19 00:58:10,2054,24.8125,100,5.493,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 00:58:29,2055,24.8125,100,6.558,8.43365,0.45842,192,50,7.11,2.91
2021-06-19 00:59:09,2057,24.75,100,3.186,8.42911,0.45842,192,50,7.11,2.91
2021-06-19 00:59:28,2058,24.75,100,4.04,8.48358,0.45842,193,50,7.11,2.91
2021-06-19 01:00:47,2062,24.8125,100,6.009,8.42457,0.45842,193,50,7.11,2.91
2021-06-19 01:01:07,2063,24.8125,100,31.814,8.43365,0.45842,193,50,7.11,2.91
2021-06-19 01:02:23,2065,24.8125,100,5.333,8.43818,0.45842,192,50,7.11,2.91
2021-06-19 01:03:02,2067,24.8125,100,3.659,8.43365,0.45842,195,50,7.11,2.91
2021-06-19 01:03:42,2069,24.8125,100,7.581,8.42911,0.45842,194,50,7.11,2.91
2021-06-19 01:04:01,2070,24.75,100,5.375,8.42457,0.45842,194,50,7.11,2.91
2021-06-19 01:04:21,2071,24.8125,100,4.826,8.43365,0.45842,194,50,7.11,2.91
2021-06-19 01:05:01,2073,24.8125,100,34.434,8.43365,0.45842,195,50,7.11,2.91
2021-06-19 01:05:20,2074,24.8125,100,6.643,8.42911,0.45842,194,50,7.11,2.91
2021-06-19 01:05:40,2075,24.75,100,7.539,8.42911,0.45842,196,50,7.11,2.91
2021-06-19 01:06:00,2076,24.75,100,3.347,8.42911,0.45842,196,50,7.11,2.91
2021-06-19 01:06:19,2077,24.8125,100,3.118,8.42911,0.45842,195,50,7.11,2.91
2021-06-19 01:06:39,2078,24.75,100,1.47,8.43365,0.45842,196,50,7.11,2.91
2021-06-19 01:06:59,2079,24.75,100,38.533,8.42911,0.45842,196,50,7.11,2.91
2021-06-19 01:07:19,2080,24.8125,100,5.003,8.42457,0.45842,195,50,7.11,2.91
2021-06-19 01:07:38,2081,24.8125,100,30.183,8.42911,0.45842,195,50,7.11,2.91
2021-06-19 01:07:58,2082,24.8125,100,4.031,8.42911,0.45842,198,50,7.11,2.91
2021-06-19 01:08:17,2083,24.75,100,14.681,8.42911,0.45842,195,50,7.11,2.91
2021-06-19 01:08:37,2084,24.75,100,12.593,8.42911,0.45842,199,50,7.11,2.91
2021-06-19 01:08:56,2085,24.75,100,5.772,8.42457,0.45842,197,50,7.11,2.91
2021-06-19 01:09:16,2086,24.75,100,38.609,8.42911,0.45842,194,50,7.11,2.91
2021-06-19 01:09:35,2087,24.75,100,4.023,8.43365,0.45842,197,50,7.11,2.91
2021-06-19 01:09:55,2088,24.75,100,3.364,8.42457,0.45842,197,50,7.11,2.91
2021-06-19 01:10:14,2089,24.75,100,5.493,8.42457,0.45842,197,50,7.11,2.91
2021-06-19 01:10:34,2090,24.75,100,4.395,8.42457,0.45842,194,50,7.11,2.91
2021-06-19 01:10:53,2091,24.75,100,4.226,8.43365,0.45842,197,50,7.11,2.91
2021-06-19 01:11:12,2092,24.75,100,32.566,8.43818,0.45842,198,50,7.11,2.91
2021-06-19 01:11:32,2093,24.75,100,18.028,8.42911,0.45842,195,50,7.11,2.91
2021-06-19 01:11:51,2094,24.75,100,21.308,8.42911,0.45842,192,50,7.11,2.91
2021-06-19 01:12:11,2095,24.75,100,7.598,8.44726,0.45842,197,50,7.11,2.91
2021-06-19 01:12:50,2097,24.75,100,26.641,8.44726,0.45842,195,50,7.11,2.91
2021-06-19 01:13:29,2099,24.75,100,5.933,8.44726,0.45842,196,50,7.11,2.91
2021-06-19 01:13:49,2100,24.8125,100,5.967,8.42003,0.45842,196,50,7.11,2.91
2021-06-19 01:14:09,2101,24.75,100,5.443,8.43818,0.45842,194,50,7.11,2.91
2021-06-19 01:14:28,2102,24.75,100,0.067,8.48358,0.45842,193,50,7.11,2.91
2021-06-19 01:15:08,2104,24.8125,100,16.794,8.42003,0.45842,195,50,7.11,2.91
2021-06-19 01:15:27,2105,24.75,100,5.992,8.43818,0.45842,191,50,7.11,2.91
2021-06-19 01:15:47,2106,24.75,100,3.718,8.43365,0.45842,193,50,7.11,2.91
2021-06-19 01:16:45,2109,24.75,100,17.842,8.42911,0.45842,192,50,7.11,2.91
2021-06-19 01:17:05,2110,24.6875,100,4.978,8.42003,0.45842,196,50,7.11,2.91
2021-06-19 01:17:24,2111,24.75,100,4.792,8.42911,0.45842,196,50,7.11,2.91
2021-06-19 01:17:44,2112,24.75,100,32.667,8.44726,0.45842,192,50,7.11,2.91
2021-06-19 01:18:03,2113,24.75,100,37.375,8.43365,0.45842,187,50,7.11,2.91
2021-06-19 01:18:23,2114,24.75,100,23.64,8.42911,0.45842,193,50,7.11,2.91
2021-06-19 01:18:42,2115,24.75,100,14.58,8.44726,0.45842,194,50,7.11,2.91
2021-06-19 01:19:02,2116,24.75,100,3.972,8.42003,0.45842,192,50,7.11,2.91
2021-06-19 01:19:21,2117,24.75,100,5.958,8.43818,0.45842,192,50,7.11,2.91
2021-06-19 01:19:41,2118,24.8125,100,14.182,8.43818,0.45842,191,50,7.11,2.91
2021-06-19 01:20:20,2120,24.75,100,5.958,8.42911,0.45842,194,50,7.11,2.91
2021-06-19 01:21:16,2121,24.75,100,14.554,8.43365,0.45842,196,50,7.11,2.91
2021-06-19 01:21:36,2122,24.6875,100,6.094,8.42911,0.45842,195,50,7.11,2.91
2021-06-19 01:21:56,2123,24.75,100,5.493,8.43818,0.45842,196,50,7.11,2.91
2021-06-19 01:22:35,2125,24.75,100,4.073,8.42911,0.45842,193,50,7.11,2.91
2021-06-19 01:22:54,2126,24.75,100,5.434,8.43365,0.45842,193,50,7.11,2.91
2021-06-19 01:23:14,2127,24.75,100,17.817,8.42911,0.45842,186,50,7.11,2.91
2021-06-19 01:23:53,2129,24.75,100,3.702,8.43818,0.45842,195,50,7.11,2.91
2021-06-19 01:24:13,2130,24.75,100,4.53,8.42457,0.45842,195,50,7.11,2.91
2021-06-19 01:24:32,2131,24.75,100,4.707,8.43365,0.45842,195,50,7.11,2.91
2021-06-19 01:25:31,2134,24.6875,100,38.559,8.42911,0.45842,189,50,7.11,2.91
2021-06-19 01:25:50,2135,24.75,100,4.378,8.42911,0.45842,194,50,7.11,2.91
2021-06-19 01:26:10,2136,24.75,100,5.358,8.42003,0.45842,193,50,7.11,2.91
2021-06-19 01:26:29,2137,24.75,100,4.006,8.43365,0.45842,194,50,7.11,2.91
2021-06-19 01:26:49,2138,24.75,100,5.113,8.42911,0.45842,178,50,7.11,2.91
2021-06-19 01:27:08,2139,24.75,100,2.856,8.42911,0.45842,192,50,7.11,2.91
2021-06-19 01:27:28,2140,24.75,100,2.459,8.44726,0.45842,187,50,7.11,2.91
2021-06-19 01:27:47,2141,24.75,100,38.111,8.48812,0.45842,193,50,7.11,2.91
2021-06-19 01:29:05,2145,24.6875,100,24.722,8.43365,0.45842,195,50,7.11,2.91
2021-06-19 01:29:44,2147,24.75,100,38.153,8.42911,0.45842,195,50,7.11,2.91
2021-06-19 01:30:23,2149,24.6875,100,9.212,8.42457,0.45842,195,50,7.11,2.91
2021-06-19 01:30:43,2150,24.75,100,38.466,8.42911,0.45842,195,50,7.11,2.91
2021-06-19 01:31:03,2151,24.75,100,6.043,8.43365,0.45842,194,50,7.11,2.91
2021-06-19 01:31:22,2152,24.75,100,37.781,8.42911,0.45842,192,50,7.11,2.91
2021-06-19 01:31:42,2153,24.75,100,5.02,8.43365,0.45842,194,50,7.11,2.91
2021-06-19 01:32:38,2154,24.75,100,4.42,8.43818,0.45842,194,50,7.11,2.91
2021-06-19 01:32:58,2155,24.8125,100,4.961,8.43818,0.45842,192,50,7.11,2.91
2021-06-19 01:33:57,2158,24.6875,100,4.378,8.44726,0.45842,193,50,7.11,2.91
2021-06-19 01:34:56,2161,24.6875,100,15.053,8.42911,0.45842,192,50,7.11,2.91
2021-06-19 01:35:15,2162,24.6875,100,38.643,8.43818,0.45842,193,50,7.11,2.91
2021-06-19 01:35:35,2163,24.6875,100,33.403,8.44272,0.45842,196,50,7.11,2.91
2021-06-19 01:36:15,2165,24.75,100,6.195,8.42003,0.45842,197,50,7.11,2.91
2021-06-19 01:36:34,2166,24.75,100,1.977,8.42003,0.45842,198,50,7.11,2.91
2021-06-19 01:36:54,2167,24.6875,100,22.846,8.43365,0.45842,196,50,7.11,2.91
2021-06-19 01:37:14,2168,24.6875,100,4.961,8.43818,0.45842,197,50,7.11,2.91
2021-06-19 01:37:33,2169,24.6875,100,1.944,8.42911,0.45842,197,50,7.11,2.91
2021-06-19 01:37:53,2170,24.6875,100,6.119,8.43818,0.45842,195,50,7.11,2.91
2021-06-19 01:38:12,2171,24.6875,100,5.713,8.43365,0.45842,198,50,7.11,2.91
2021-06-19 01:38:32,2172,24.6875,100,12.948,8.41549,0.45842,198,50,7.11,2.91
2021-06-19 01:38:51,2173,24.6875,100,37.342,8.42911,0.45842,198,50,7.11,2.91
2021-06-19 01:39:11,2174,24.6875,100,4.969,8.43365,0.45842,199,50,7.11,2.91
2021-06-19 01:39:30,2175,24.6875,100,3.854,8.43818,0.45842,201,50,7.11,2.91
2021-06-19 01:39:50,2176,24.6875,100,5.248,8.42911,0.45842,196,50,7.11,2.91
2021-06-19 01:40:09,2177,24.6875,100,4.581,8.43365,0.45842,194,50,7.11,2.91
2021-06-19 01:40:29,2178,24.6875,100,8.249,8.42911,0.45842,202,50,7.11,2.91
2021-06-19 01:41:27,2181,24.6875,100,38.728,8.42457,0.45842,198,50,7.11,2.91
2021-06-19 01:41:47,2182,24.6875,100,5.35,8.42911,0.45842,202,50,7.11,2.91
2021-06-19 01:42:06,2183,24.6875,100,37.806,8.42911,0.45842,199,50,7.11,2.91
2021-06-19 01:42:26,2184,24.6875,100,15.138,8.42911,0.45842,204,50,7.11,2.91
2021-06-19 01:43:05,2186,24.6875,100,6.829,8.43365,0.45842,202,50,7.11,2.91
2021-06-19 01:43:44,2188,24.6875,100,6.322,8.43365,0.45842,203,50,7.11,2.91
2021-06-19 01:44:04,2189,24.6875,100,6.635,8.42457,0.45842,203,50,7.11,2.91
2021-06-19 01:44:24,2190,24.6875,100,4.674,8.43818,0.45842,199,50,7.11,2.91
2021-06-19 01:44:43,2191,24.75,100,6.795,8.42457,0.45842,186,50,7.11,2.91
2021-06-19 01:45:02,2192,24.6875,100,5.231,8.43365,0.45842,202,50,7.11,2.91
2021-06-19 01:45:22,2193,24.6875,100,4.141,8.42911,0.45842,201,50,7.11,2.91
2021-06-19 01:46:01,2195,24.6875,100,14.546,8.42457,0.45842,201,50,7.11,2.91
2021-06-19 01:46:21,2196,24.6875,100,6.787,8.42911,0.45842,200,50,7.11,2.91
2021-06-19 01:47:00,2198,24.6875,100,6.305,8.42911,0.45842,202,50,7.11,2.91
2021-06-19 01:47:20,2199,24.6875,100,6.753,8.42457,0.45842,201,50,7.11,2.91
2021-06-19 01:47:39,2200,24.6875,100,37.629,8.42911,0.45842,198,50,7.11,2.91
2021-06-19 01:48:38,2203,24.6875,100,19.22,8.42911,0.45842,199,50,7.11,2.91
2021-06-19 01:48:57,2204,24.6875,100,5.375,8.43818,0.45842,201,50,7.11,2.91
2021-06-19 01:49:36,2206,24.6875,100,6.33,8.42911,0.45842,201,50,7.11,2.91
2021-06-19 01:49:56,2207,24.6875,100,5.113,8.43365,0.45842,198,50,7.11,2.91
2021-06-19 01:50:15,2208,24.6875,100,1.741,8.43365,0.45842,199,50,7.11,2.91
2021-06-19 01:50:54,2210,24.75,100,3.287,8.42457,0.45842,198,50,7.11,2.91
2021-06-19 01:51:14,2211,24.6875,100,29.853,8.43365,0.45842,196,50,7.11,2.91
2021-06-19 01:51:33,2212,24.6875,100,2.197,8.42911,0.45842,196,50,7.11,2.91
2021-06-19 01:51:53,2213,24.75,100,6.271,8.42457,0.45842,198,50,7.11,2.91
2021-06-19 01:52:32,2215,24.6875,100,6.22,8.43365,0.45842,198,50,7.11,2.91
2021-06-19 01:52:51,2216,24.6875,100,6.026,8.43818,0.45842,199,50,7.11,2.91
2021-06-19 01:53:11,2217,24.6875,100,3.533,8.42911,0.45842,201,50,7.11,2.91
2021-06-19 01:53:30,2218,24.75,100,3.989,8.42911,0.45842,199,50,7.11,2.91
2021-06-19 01:54:09,2220,24.6875,100,3.414,8.43818,0.45842,199,50,7.11,2.91
2021-06-19 01:54:29,2221,24.6875,100,3.533,8.42911,0.45842,201,50,7.11,2.91
2021-06-19 01:54:48,2222,24.6875,100,4.04,8.42003,0.45842,203,50,7.11,2.91
2021-06-19 01:55:08,2223,24.6875,100,4.166,8.42911,0.45842,199,50,7.11,2.91
2021-06-19 01:55:27,2224,24.6875,100,17.859,8.42911,0.45842,202,50,7.11,2.91
2021-06-19 01:55:47,2225,24.6875,100,6.711,8.42911,0.45842,201,50,7.11,2.91
2021-06-19 01:56:06,2226,24.6875,100,11.545,8.42457,0.45842,201,50,7.11,2.91
2021-06-19 01:56:25,2227,24.6875,100,5.155,8.43365,0.45842,204,50,7.11,2.91
2021-06-19 01:56:45,2228,24.6875,100,2.831,8.44726,0.45842,202,50,7.11,2.91
2021-06-19 01:57:05,2229,24.6875,100,5.062,8.42003,0.45842,200,50,7.11,2.91
2021-06-19 01:57:24,2230,24.6875,100,5.603,8.42003,0.45842,199,50,7.11,2.91
2021-06-19 01:58:22,2233,24.6875,100,3.735,8.42457,0.45842,196,50,7.11,2.91
2021-06-19 02:00:18,2237,24.6875,100,12.365,8.41549,0.45842,201,50,7.11,2.91
2021-06-19 02:00:37,2238,24.6875,100,6.465,8.4518,0.45842,202,50,7.11,2.91
2021-06-19 02:01:36,2241,24.6875,100,5.941,8.43365,0.45842,201,50,7.11,2.91
2021-06-19 02:01:56,2242,24.6875,100,31.67,8.43365,0.45842,199,50,7.11,2.91
2021-06-19 02:02:16,2243,24.6875,100,12.213,8.42911,0.45842,201,50,7.11,2.91
2021-06-19 02:02:35,2244,24.6875,100,8.562,8.43365,0.45842,198,50,7.11,2.91
2021-06-19 02:02:55,2245,24.6875,100,21.46,8.43365,0.45842,192,50,7.11,2.91
2021-06-19 02:03:15,2246,24.6875,100,12.12,8.42911,0.45842,193,50,7.11,2.91
2021-06-19 02:03:54,2248,24.6875,100,27.841,8.42911,0.45842,197,50,7.11,2.91
2021-06-19 02:04:34,2250,24.6875,100,3.795,8.42003,0.45842,198,50,7.11,2.91
2021-06-19 02:05:32,2253,24.6875,100,7.919,8.43818,0.45842,193,50,7.11,2.91
2021-06-19 02:06:31,2256,24.6875,100,5.434,8.41549,0.45842,195,50,7.11,2.91
2021-06-19 02:06:50,2257,24.6875,100,4.141,8.42457,0.45842,195,50,7.11,2.91
2021-06-19 02:07:10,2258,24.6875,100,7.683,8.43818,0.45842,194,50,7.11,2.91
2021-06-19 02:07:30,2259,24.6875,100,4.378,8.42911,0.45842,195,50,7.11,2.91
2021-06-19 02:07:49,2260,24.6875,100,6.094,8.40641,0.45842,195,50,7.11,2.91
2021-06-19 02:08:09,2261,24.6875,100,15.67,8.42911,0.45842,195,50,7.11,2.91
2021-06-19 02:08:28,2262,24.6875,100,5.908,8.42911,0.45842,196,50,7.11,2.91
2021-06-19 02:09:08,2264,24.6875,100,20.302,8.42911,0.45842,197,50,7.11,2.91
2021-06-19 02:09:27,2265,24.6875,100,26.058,8.42911,0.45842,194,50,7.11,2.91
